,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,CallService,MultipleConnections,InternetConnection,OnlineSecurity,OnlineBackup,DeviceProtectionService,TechnicalHelp,OnlineTV,OnlineMovies,Agreement,BillingMethod,PaymentMethod,MonthlyServiceCharges,TotalAmount,Churn,Media
54,4629,1,0.0,1,0,64.0,1,2,1,2,2,2,0,0,0,1,0,0,89.45,8256,0,4160.0
55,5104,1,0.0,0,0,40.0,1,0,0,0,0,0,2,0,0,0,1,2,51.1,6015,0,3027.5
56,425,1,0.0,0,1,72.0,1,0,2,1,1,1,1,1,1,2,0,1,19.9,5302,0,2687.0
57,2912,1,0.0,1,0,70.0,1,0,0,2,2,0,2,0,2,2,0,3,67.95,7792,0,3931.0
58,1807,1,1.0,0,0,2.0,1,2,1,0,0,0,0,0,0,0,1,3,72.6,1311,0,656.5
59,2475,1,0.0,0,0,26.0,0,1,0,2,2,0,0,0,2,0,1,0,44.65,4591,0,2308.5
60,2461,0,1.0,0,0,46.0,1,2,0,0,0,2,2,0,2,1,1,1,69.1,7019,0,3532.5
61,4009,1,0.0,1,1,34.0,1,0,1,0,0,0,0,0,2,1,1,0,78.95,6524,0,3279.0
62,4148,1,0.0,0,0,20.0,0,1,0,2,2,2,2,2,0,0,1,1,55.0,4607,0,2313.5
63,2477,1,0.0,1,1,8.0,1,2,0,2,2,0,2,0,2,2,1,1,76.15,3293,0,1650.5
64,1990,0,0.0,0,0,8.0,1,0,0,0,0,2,2,0,2,0,0,3,64.1,2886,0,1447.0
65,1871,1,1.0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,45.25,348,0,174.5
66,5214,1,0.0,1,0,23.0,1,0,2,1,1,1,1,1,1,1,0,1,19.3,2823,0,1423.0
67,2033,0,0.0,0,0,50.0,1,2,0,2,0,2,2,2,2,1,1,1,82.5,7561,0,3805.5
68,5575,0,0.0,1,0,71.0,1,2,2,1,1,1,1,1,1,2,1,1,24.4,5577,0,2824.0
69,1543,0,1.0,1,0,53.0,1,2,1,0,0,0,0,2,2,1,1,1,95.85,7989,0,4021.0
70,3920,1,1.0,1,0,70.0,1,2,0,2,2,2,2,2,2,2,1,1,88.55,8491,0,4280.5
71,947,1,0.0,1,0,60.0,1,0,0,2,0,0,0,2,0,1,1,3,59.8,7204,0,3632.0
72,4292,0,0.0,0,1,8.0,0,1,0,2,0,0,0,0,2,0,1,2,38.5,2207,0,1107.5
73,2810,0,0.0,1,1,32.0,1,0,0,2,2,0,2,0,0,0,0,0,61.4,5763,0,2897.5
74,4032,1,0.0,0,1,57.0,1,2,0,2,2,2,2,2,2,2,0,3,89.55,7986,0,4021.5
75,5201,1,0.0,1,1,38.0,1,0,2,1,1,1,1,1,1,0,0,2,19.6,3513,0,1775.5
76,3496,0,0.0,1,0,17.0,1,2,0,0,2,0,0,2,2,0,1,0,75.4,4927,0,2472.0
77,3212,1,0.0,0,0,66.0,1,0,2,1,1,1,1,1,1,2,0,0,19.7,4787,0,2426.5
78,4435,1,0.0,0,0,24.0,1,2,0,0,0,0,2,0,0,1,0,0,54.6,4763,0,2393.5
79,4808,0,0.0,0,1,18.0,1,2,2,1,1,1,1,1,1,2,0,1,25.3,2702,0,1360.0
80,5477,1,0.0,1,0,72.0,1,2,1,2,2,2,2,2,2,2,1,1,116.95,8947,0,4509.5
81,3480,1,0.0,0,0,57.0,1,0,0,0,2,0,2,0,0,1,1,3,54.65,6935,0,3496.0
82,2952,0,0.0,1,0,56.0,1,0,1,2,2,2,0,2,2,1,1,1,105.6,8413,0,4234.5
83,3570,0,0.0,0,0,20.0,0,1,0,0,0,0,0,0,0,0,0,1,24.9,2890,0,1455.0
84,2795,0,0.0,0,0,1.0,1,0,1,0,0,0,0,0,0,0,1,3,70.7,633,0,317.0
85,5183,0,1.0,1,0,52.0,1,2,1,2,2,2,0,2,2,0,1,2,109.1,8241,0,4146.5
86,2796,1,0.0,0,0,11.0,1,0,1,0,2,0,0,0,0,0,1,3,75.9,3906,0,1958.5
87,4106,1,0.0,1,0,30.0,1,0,2,1,1,1,1,1,1,1,0,1,20.7,3140,0,1585.0
88,456,1,0.0,0,0,47.0,1,0,0,2,2,2,2,2,2,1,1,0,86.95,7536,0,3791.5
89,3681,1,0.0,1,1,24.0,1,0,2,1,1,1,1,1,1,1,1,1,20.8,2755,0,1389.5
90,443,1,0.0,0,0,1.0,1,0,0,0,0,2,2,2,2,0,1,2,75.5,705,0,353.0
91,1893,1,1.0,0,0,47.0,1,2,1,0,0,0,0,2,0,0,1,1,86.05,7378,0,3712.5
92,4690,0,0.0,0,0,58.0,1,2,2,1,1,1,1,1,1,2,0,1,24.35,5125,0,2591.5
93,2930,0,0.0,0,0,42.0,1,0,0,2,2,2,0,0,0,0,0,0,59.65,6425,0,3233.5
94,2708,1,0.0,0,0,63.0,1,2,0,2,2,2,2,0,0,1,0,2,71.5,7757,0,3910.0
95,5253,0,0.0,1,1,45.0,1,2,1,2,2,0,0,2,2,0,1,2,105.15,7827,0,3936.0
96,4771,0,0.0,0,0,8.0,1,2,1,0,0,0,0,0,0,0,1,2,73.5,3256,0,1632.0
97,1893,1,1.0,0,0,47.0,1,2,1,0,0,0,0,2,0,0,1,1,86.05,7378,0,3712.5
98,639,0,0.0,0,0,11.0,1,2,1,0,0,2,0,2,0,0,1,2,89.2,4193,0,2102.0
99,5128,0,0.0,0,0,15.0,1,0,0,0,2,0,0,0,0,0,0,2,48.85,3560,0,1787.5
100,3961,0,0.0,0,0,54.0,0,1,0,2,0,0,2,0,2,1,0,0,44.1,6273,0,3163.5
101,4966,0,0.0,0,0,6.0,1,2,1,0,0,0,0,0,0,0,1,3,73.85,2482,0,1244.0
102,4228,0,0.0,0,0,70.0,1,0,0,2,0,2,2,2,2,2,0,0,79.6,8215,0,4142.5
103,5050,0,0.0,0,0,8.0,1,0,2,1,1,1,1,1,1,2,0,3,20.85,1368,0,688.0
104,2262,1,0.0,1,1,4.0,1,2,2,1,1,1,1,1,1,1,0,1,24.1,663,0,333.5
105,1498,0,1.0,0,0,50.0,1,2,1,0,0,2,2,2,2,0,1,2,104.95,8068,0,4059.0
106,2225,0,0.0,1,1,41.0,0,1,0,2,0,2,0,0,0,1,0,1,35.4,5091,0,2566.0
107,2999,0,0.0,0,0,28.0,1,0,0,2,2,0,0,0,0,0,0,2,56.05,5289,0,2658.5
108,3453,0,0.0,1,1,6.0,1,2,1,0,2,2,0,2,0,0,1,3,94.05,2922,0,1464.0
109,5077,1,0.0,1,0,61.0,1,2,0,2,0,2,2,0,2,2,0,1,75.35,7825,0,3943.0
110,5210,1,1.0,1,0,7.0,1,2,1,0,0,0,0,0,0,0,1,2,74.85,2820,0,1413.5
111,4203,0,0.0,0,0,12.0,1,0,1,0,2,0,0,0,2,0,1,2,84.6,4252,0,2132.0
112,5010,0,0.0,0,1,50.0,1,0,2,1,1,1,1,1,1,2,0,1,20.15,4153,0,2101.5
113,3473,1,0.0,1,0,72.0,1,2,1,2,2,2,0,2,0,2,1,1,97.95,8730,0,4401.0
114,3066,1,0.0,1,1,70.0,1,0,1,2,2,2,2,2,0,2,1,1,101.1,8696,0,4383.0
115,2746,1,0.0,1,1,34.0,1,2,1,0,2,0,0,2,2,0,1,0,97.7,7110,0,3572.0
116,2990,1,0.0,0,0,4.0,1,2,1,2,0,0,0,2,0,0,0,2,90.65,2356,0,1180.0
117,4848,0,0.0,0,0,26.0,1,2,0,2,2,0,0,2,0,0,1,0,69.5,5686,0,2856.0
118,635,0,0.0,1,0,69.0,1,2,1,0,2,2,0,0,0,0,1,0,85.4,8328,0,4198.5
119,4872,0,0.0,0,0,33.0,1,2,1,0,2,0,0,2,2,0,1,2,100.0,7058,0,3545.5
120,1506,1,0.0,1,0,71.0,1,2,1,2,0,2,2,2,2,2,1,1,108.55,8826,0,4448.5
121,3478,1,1.0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,2,46.3,365,0,183.0
122,4873,1,0.0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,1,3,44.9,343,0,172.0
123,4907,1,1.0,1,0,69.0,1,2,1,0,2,2,0,0,2,0,1,0,95.35,8517,0,4293.0
124,4718,1,0.0,0,0,4.0,1,0,2,1,1,1,1,1,1,0,0,3,19.4,915,0,459.5
125,3980,1,1.0,0,0,48.0,1,2,1,0,2,0,0,2,2,1,1,2,99.0,7838,0,3943.0
126,1196,0,0.0,1,1,8.0,1,0,2,1,1,1,1,1,1,2,0,3,19.5,1369,0,688.5
127,1211,1,0.0,0,0,33.0,1,2,1,2,0,0,0,0,0,1,0,0,80.1,6487,0,3260.0
128,1178,1,1.0,1,1,58.0,1,2,1,2,2,0,2,0,0,1,1,0,89.85,8036,0,4047.0
129,1773,0,0.0,1,1,65.0,1,2,0,2,2,2,2,2,2,2,0,0,91.55,8367,0,4216.0
130,3890,1,0.0,0,0,1.0,1,2,0,0,2,0,0,0,0,0,0,2,54.3,459,0,230.0
131,4868,1,0.0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,1,2,44.8,341,0,171.0
132,2566,0,1.0,0,0,11.0,1,2,0,2,0,0,0,0,0,0,1,2,55.6,3120,0,1565.5
133,547,0,0.0,0,0,41.0,1,2,2,1,1,1,1,1,1,1,1,3,24.85,4127,0,2084.0
134,2029,0,0.0,0,0,16.0,1,2,0,0,0,0,0,0,2,0,1,0,63.05,4376,0,2196.0
135,4933,0,0.0,0,0,2.0,1,0,0,0,2,0,0,0,0,0,0,3,49.2,986,0,494.0
136,4972,0,0.0,0,0,41.0,1,0,0,2,0,2,2,2,2,1,1,0,79.85,7059,0,3550.0
137,4433,0,0.0,0,0,25.0,0,1,0,0,0,2,0,2,2,0,1,2,48.25,4870,0,2447.5
138,5020,1,0.0,1,0,71.0,1,2,1,2,2,2,2,2,2,2,1,0,116.1,8927,0,4499.0
139,2862,1,0.0,1,1,28.0,1,0,1,0,2,2,2,2,0,1,0,0,92.9,6625,0,3326.5
140,3786,0,0.0,1,1,61.0,0,1,0,0,2,2,2,2,0,2,0,1,51.35,7007,0,3534.0
141,3015,1,0.0,1,1,72.0,1,2,1,0,2,2,0,2,2,1,1,1,104.45,8790,0,4431.0
142,5027,0,0.0,0,0,1.0,1,0,0,0,0,2,2,2,2,1,0,1,74.1,678,0,339.5
143,3997,0,1.0,1,0,26.0,1,0,0,0,0,2,0,0,2,1,0,3,60.7,5400,0,2713.0
144,1281,1,0.0,0,0,11.0,1,0,2,1,1,1,1,1,1,0,0,3,20.25,1629,0,820.0
145,4243,1,0.0,1,1,71.0,1,2,0,2,2,2,2,2,2,2,1,3,91.25,8584,0,4327.5
146,1679,1,0.0,1,1,3.0,1,0,1,2,2,0,0,2,0,0,0,2,89.85,1863,0,933.0
147,122,0,0.0,1,1,32.0,1,2,0,0,2,2,0,0,0,0,0,0,62.45,5960,0,2996.0
148,3063,1,0.0,1,1,56.0,1,2,2,1,1,1,1,1,1,1,1,3,24.45,5145,0,2600.5
149,1768,0,0.0,1,0,61.0,1,0,1,2,2,0,2,0,2,1,0,0,93.7,8324,0,4192.5
150,398,1,0.0,0,0,69.0,1,2,1,0,2,2,2,2,0,2,1,1,97.65,8629,0,4349.0
151,4904,0,0.0,1,1,70.0,1,0,2,1,1,1,1,1,1,2,0,0,19.8,5027,0,2548.5
152,4618,0,0.0,1,1,69.0,1,2,1,0,2,2,2,2,2,1,1,0,108.75,8798,0,4433.5
153,1002,0,0.0,0,0,29.0,1,0,2,1,1,1,1,1,1,1,0,3,20.35,3221,0,1625.0
154,5403,1,0.0,1,1,38.0,1,2,2,1,1,1,1,1,1,2,0,1,25.05,4135,0,2086.5
155,4888,1,0.0,1,1,31.0,1,2,0,0,0,0,0,0,2,0,0,0,59.7,5711,0,2871.0
156,1657,1,0.0,0,0,3.0,1,0,0,0,0,0,2,0,2,0,0,3,60.65,1570,0,786.5
157,2840,0,0.0,0,0,3.0,1,0,0,0,2,0,2,2,2,0,1,2,75.3,1844,0,923.5
158,2762,1,0.0,1,1,56.0,1,2,2,1,1,1,1,1,1,2,0,0,24.15,5076,0,2566.0
159,2998,1,0.0,0,1,1.0,0,1,0,0,0,0,0,0,0,0,0,3,24.2,88,0,44.5
160,2269,1,0.0,1,0,52.0,0,1,0,2,0,0,0,0,2,0,1,2,39.9,5935,0,2993.5
161,508,0,0.0,1,0,41.0,1,0,2,1,1,1,1,1,1,2,0,1,20.65,3930,0,1985.5
162,385,0,0.0,1,1,49.0,1,2,1,0,0,0,0,2,2,0,1,0,95.4,7774,0,3911.5
163,5062,1,0.0,0,0,41.0,1,2,1,0,2,0,0,2,0,0,1,2,89.2,7262,0,3651.5
164,3790,0,1.0,1,0,5.0,1,0,1,0,0,0,0,0,0,0,0,2,70.05,2097,0,1051.0
165,1409,0,0.0,1,0,70.0,1,2,1,0,0,2,0,2,2,1,1,2,101.75,8719,0,4394.5
166,3226,1,0.0,1,0,72.0,1,0,0,2,2,2,2,2,2,2,0,3,84.45,8397,0,4234.5
167,5449,1,0.0,0,0,3.0,0,1,0,0,0,0,0,0,0,0,0,2,25.1,772,0,387.5
168,384,0,0.0,1,0,57.0,0,1,0,2,2,2,0,2,2,0,1,0,58.75,7127,0,3592.0
169,2812,0,0.0,1,0,3.0,1,0,2,1,1,1,1,1,1,0,1,3,19.9,355,0,179.0
170,3064,0,1.0,1,0,72.0,1,2,1,2,2,2,2,2,2,2,1,1,115.75,8938,0,4505.0
171,3148,0,0.0,1,0,10.0,1,2,1,2,0,0,0,0,0,0,1,1,78.15,3639,0,1824.5
172,299,1,0.0,1,1,71.0,1,2,2,1,1,1,1,1,1,2,0,1,23.9,5447,0,2759.0
173,381,0,0.0,0,0,40.0,1,2,1,0,0,2,2,2,2,1,1,1,105.95,7646,0,3843.0
174,491,1,0.0,1,0,61.0,1,2,1,0,0,0,0,2,2,1,1,0,96.5,8246,0,4153.5
175,2769,1,0.0,0,0,57.0,1,0,2,1,1,1,1,1,1,2,0,3,20.75,4498,0,2277.5
176,4655,1,0.0,0,0,12.0,1,0,1,0,0,2,0,2,2,1,0,2,95.7,4651,0,2331.5
177,2449,0,0.0,0,0,36.0,1,2,1,0,2,2,0,2,2,1,1,0,104.8,7393,0,3714.5
178,799,0,0.0,0,0,1.0,1,0,0,0,2,0,0,0,0,0,0,2,49.95,413,0,207.0
179,5211,1,0.0,0,1,66.0,1,2,2,1,1,1,1,1,1,2,1,1,25.3,5502,0,2784.0
180,581,0,0.0,0,1,7.0,1,0,1,0,0,0,0,0,0,0,1,2,71.05,2772,0,1389.5
181,4425,1,0.0,0,0,4.0,1,0,0,0,0,0,0,0,0,0,0,3,44.55,1704,0,854.0
182,4473,1,0.0,0,0,6.0,1,0,2,1,1,1,1,1,1,0,0,3,18.95,1037,0,521.5
183,711,1,1.0,0,0,42.0,1,2,1,0,2,0,0,0,0,0,1,0,79.35,7068,0,3555.0
184,431,1,0.0,1,0,67.0,1,2,1,2,2,2,0,2,2,1,0,1,109.9,8772,0,4419.5
185,5060,1,0.0,0,0,26.0,1,2,0,2,2,0,0,0,0,1,0,2,61.55,5376,0,2701.0
186,2550,0,1.0,1,0,64.0,1,0,1,2,2,2,0,0,2,1,0,0,97.0,8538,0,4301.0
187,4931,0,0.0,1,1,30.0,1,2,1,0,2,2,2,2,2,0,1,2,107.5,7005,0,3517.5
188,102,1,0.0,1,1,8.0,1,0,2,1,1,1,1,1,1,2,0,3,20.15,1393,0,700.5
189,4949,0,0.0,0,0,63.0,1,0,2,1,1,1,1,1,1,2,1,3,20.6,4875,0,2469.0
190,4838,1,0.0,1,1,69.0,1,2,0,0,2,2,2,2,2,2,1,0,81.95,8220,0,4144.5
191,3812,1,0.0,0,0,44.0,0,1,0,2,0,2,0,2,2,1,1,2,54.0,6341,0,3192.5
192,2628,0,0.0,1,0,61.0,1,2,2,1,1,1,1,1,1,2,0,3,24.4,5105,0,2583.0
193,4450,1,0.0,1,1,11.0,1,0,1,0,0,0,0,2,2,0,0,2,90.6,4256,0,2133.5
194,3900,0,0.0,0,0,2.0,1,0,1,2,0,2,0,0,0,0,1,2,80.45,1202,0,602.0
195,5210,1,1.0,1,0,7.0,1,2,1,0,0,0,0,0,0,0,1,2,74.85,2820,0,1413.5
196,3106,0,0.0,0,0,11.0,1,0,0,0,0,0,2,2,2,0,0,3,70.5,3799,0,1905.0
197,2670,1,0.0,0,0,20.0,1,0,0,0,2,0,0,0,0,0,1,3,51.8,4266,0,2143.0
198,890,0,0.0,0,1,19.0,1,0,2,1,1,1,1,1,1,2,0,3,20.5,2468,0,1243.5
199,1304,1,1.0,0,0,1.0,1,0,1,0,0,0,2,0,0,0,0,2,74.7,689,0,345.0
200,2798,0,0.0,0,0,1.0,1,0,1,0,0,2,0,0,0,0,0,2,75.55,706,0,353.5
201,2939,0,0.0,1,1,64.0,0,1,0,0,2,0,2,2,2,2,1,2,54.6,7120,0,3592.0
202,5531,0,0.0,1,1,72.0,0,1,0,0,2,2,2,2,2,2,1,2,60.0,7603,0,3837.5
203,5029,0,0.0,0,0,69.0,1,2,0,2,2,0,2,0,0,2,1,3,66.9,7758,0,3913.5
204,3757,0,0.0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,3,19.9,19,0,10.0
205,1288,1,0.0,0,0,46.0,1,2,1,0,2,2,0,2,0,1,1,1,94.9,7678,0,3862.0
206,1930,0,0.0,1,0,32.0,1,0,1,2,0,0,0,0,0,0,1,0,75.5,6229,0,3130.5
207,4667,0,0.0,1,1,67.0,1,2,0,2,0,0,0,2,2,2,1,2,75.5,8072,0,4069.5
208,563,0,0.0,1,1,8.0,1,0,2,1,1,1,1,1,1,0,0,1,21.05,1223,0,615.5
209,2139,1,1.0,1,0,69.0,1,2,1,2,2,0,0,0,0,0,1,1,84.9,8296,0,4182.5
210,3209,1,0.0,1,0,49.0,1,2,0,2,0,0,0,0,0,1,1,2,55.35,6516,0,3282.5
211,2377,0,0.0,0,1,24.0,1,0,2,1,1,1,1,1,1,2,0,3,19.75,2863,0,1443.5
212,5450,1,0.0,1,1,47.0,1,2,1,2,2,2,2,2,2,1,1,0,113.45,8113,0,4080.0
213,2454,0,0.0,1,1,38.0,1,0,2,1,1,1,1,1,1,1,0,1,19.6,3633,0,1835.5
214,4540,1,1.0,1,0,9.0,1,0,2,1,1,1,1,1,1,1,0,1,19.85,1494,0,751.5
215,4092,1,0.0,0,0,13.0,1,0,2,1,1,1,1,1,1,2,0,1,20.0,1956,0,984.5
216,4425,1,0.0,0,0,4.0,1,0,0,0,0,0,0,0,0,0,0,3,44.55,1704,0,854.0
217,3187,1,0.0,1,1,43.0,1,2,1,2,0,2,2,0,0,1,1,1,91.25,7460,0,3751.5
218,3595,0,1.0,1,0,39.0,1,0,1,2,2,0,0,2,2,1,0,3,99.1,7387,0,3713.0
219,2431,1,0.0,0,0,9.0,1,2,1,0,2,0,0,2,2,0,1,1,99.3,4021,0,2015.0
220,4837,1,0.0,1,0,42.0,0,1,0,2,0,0,0,2,0,0,1,0,40.15,5446,0,2744.0
221,205,1,0.0,0,0,40.0,0,1,0,2,2,2,0,2,2,1,0,1,62.05,6407,0,3223.5
222,802,1,0.0,0,0,7.0,1,0,1,0,0,2,0,0,0,0,1,2,74.9,2840,0,1423.5
223,1220,1,0.0,0,0,7.0,0,1,0,0,0,2,2,0,0,1,1,1,35.5,1871,0,939.0
224,1663,0,1.0,0,0,53.0,1,0,1,0,2,0,0,0,0,0,1,1,73.8,7457,0,3755.0
225,603,0,0.0,1,0,15.0,1,2,0,0,0,0,0,0,0,0,1,2,51.1,3494,0,1754.5
226,629,0,0.0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,2,19.75,16,0,8.5
227,2483,0,0.0,0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,2,45.55,830,0,416.0
228,4795,1,0.0,0,0,50.0,0,1,0,2,2,0,0,0,0,0,1,3,35.0,5663,0,2856.5
229,4928,0,0.0,1,0,8.0,1,0,0,2,0,0,2,0,2,2,0,3,65.5,3064,0,1536.0
230,4238,1,0.0,0,1,62.0,1,2,1,0,0,2,2,2,2,2,1,2,104.05,8585,0,4323.5
231,1996,0,0.0,1,0,58.0,1,2,0,0,2,0,2,0,0,2,1,1,59.9,7169,0,3613.5
232,4987,1,0.0,0,0,3.0,1,0,2,1,1,1,1,1,1,1,0,3,21.2,442,0,222.5
233,1726,1,0.0,1,0,10.0,1,0,2,1,1,1,1,1,1,1,0,0,19.6,1531,0,770.5
234,1899,1,0.0,0,0,25.0,1,0,2,1,1,1,1,1,1,2,1,3,20.75,2866,0,1445.5
235,5074,0,0.0,1,0,69.0,1,2,2,1,1,1,1,1,1,1,1,2,26.3,5637,0,2853.0
236,2069,0,0.0,0,0,3.0,1,0,2,1,1,1,1,1,1,0,0,2,20.2,563,0,283.0
237,1228,0,0.0,1,0,44.0,1,2,1,2,2,2,2,0,0,0,1,1,95.1,7489,0,3766.5
238,3499,0,0.0,0,0,42.0,1,0,2,1,1,1,1,1,1,1,1,3,20.65,4114,0,2078.0
239,504,1,1.0,1,0,4.0,0,1,0,0,0,2,0,0,0,0,1,2,29.9,1097,0,550.5
240,1174,0,0.0,1,0,71.0,1,2,0,2,2,2,2,2,2,2,0,1,89.3,8521,0,4296.0
241,165,1,0.0,0,1,3.0,1,2,2,1,1,1,1,1,1,2,1,3,26.4,1119,0,561.0
